Cruise,Station,Year,Month,Day,Hour,Lat,Long,Pressure_CTD (dbar),Depth (m),Temperatura_CTD (C),Salinidade_CTD (psu),Sound velocity_CTD (m/s),Density_CTD(kg/m3),Prof local (m),Secchi (m),Salinidade (psu),Temperatura (C),pH,pH2,Tph,OD (mg/L),OD (% sat),OD (frasco),pCO2,Cond(mS/cm),Ch4,Metais (ml),N Fil Metais,MPS (mL),MPS (mg/ L),Volume filtrado Chl-a (ml),Chl a (ug/m3),Feo (ug/m3),Clorf-a (ug/m3),Clorf-b (ug/m3),Clorf-c (ug/m3),Clorf-a 2(ug/m3),Clorf-b 2(ug/m3),Clorf-c 2(ug/m3),Carotenoide Diatom (ug/m3),Carotenoide Dinofl (ug/m3)
VLT02,VLT214,2022,4,27,17:00,-23.07326333,-44.54135167,16.05,16.03730007,24.23937745,34.80413789,1532.611326,1023.493104,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT214,2022,4,27,17:00,-23.07326333,-44.54135167,16.35,16.33675506,24.22407858,34.80938198,1532.584332,1023.502924,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT214,2022,4,27,17:00,-23.07326333,-44.54135167,16.65,16.63620872,24.21921361,34.80528644,1532.572932,1023.50257,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT214,2022,4,27,17:00,-23.07326333,-44.54135167,16.95,16.93566658,24.21124349,34.76347147,1532.513007,1023.4746,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT214,2022,4,27,17:00,-23.07326333,-44.54135167,17.25,17.23512116,24.10376394,34.786646,1532.277675,1023.525375,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT214,2022,4,27,17:00,-23.07326333,-44.54135167,17.61584486,17.60029338,24.09177593,34.76900651,1532.235021,1023.517165,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT215,2022,4,27,18:15,-23.04247333,-44.49483833,0.15,0.150545634,27.24299503,28.72097339,1532.996198,1017.923245,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT215,2022,4,27,18:15,-23.04247333,-44.49483833,0.45,0.451325577,27.35444225,31.61670382,1536.316274,1020.063637,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT215,2022,4,27,18:15,-23.04247333,-44.49483833,0.75,0.75166845,27.17341113,32.62050365,1536.971628,1020.876986,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT215,2022,4,27,18:15,-23.04247333,-44.49483833,1.05,1.051875185,27.13073561,32.75001897,1537.016626,1020.989233,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT215,2022,4,27,18:15,-23.04247333,-44.49483833,1.35,1.352050409,27.03645905,32.84479789,1536.906875,1021.091718,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT215,2022,4,27,18:15,-23.04247333,-44.49483833,1.65,1.652204895,26.90690329,32.84042167,1536.610497,1021.130707,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT215,2022,4,27,18:15,-23.04247333,-44.49483833,1.95,1.952352238,26.85740921,32.83123282,1536.49211,1021.14071,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT215,2022,4,27,18:15,-23.04247333,-44.49483833,2.25,2.252491852,26.76764999,32.84902725,1536.309472,1021.183682,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT215,2022,4,27,18:15,-23.04247333,-44.49483833,2.55,2.552620909,26.71975546,32.86616379,1536.222281,1021.212943,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT215,2022,4,27,18:15,-23.04247333,-44.49483833,2.85,2.852739794,26.66975921,32.89717076,1536.144838,1021.253289,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT215,2022,4,27,18:15,-23.04247333,-44.49483833,3.15,3.152848841,26.61630929,32.90903021,1536.038888,1021.28029,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT215,2022,4,27,18:15,-23.04247333,-44.49483833,3.45,3.452948989,26.57026531,32.93324513,1535.963065,1021.314252,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT215,2022,4,27,18:15,-23.04247333,-44.49483833,3.75,3.753037917,26.52604856,32.96996059,1535.904658,1021.35704,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT215,2022,4,27,18:15,-23.04247333,-44.49483833,4.05,4.053109154,26.47723756,33.05158386,1535.883287,1021.435073,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT215,2022,4,27,18:15,-23.04247333,-44.49483833,4.35,4.353154669,26.37962507,33.13879916,1535.754203,1021.532558,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT215,2022,4,27,18:15,-23.04247333,-44.49483833,4.65,4.653171901,26.28932493,33.22646453,1535.642151,1021.628055,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT215,2022,4,27,18:15,-23.04247333,-44.49483833,4.95,4.95316441,26.23274472,33.29861147,1535.591973,1021.701326,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT215,2022,4,27,18:15,-23.04247333,-44.49483833,5.25,5.253133752,26.17808744,33.38702505,1535.563503,1021.786245,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT215,2022,4,27,18:15,-23.04247333,-44.49483833,5.55,5.553078468,26.11338097,33.46909676,1535.504577,1021.869499,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT215,2022,4,27,18:15,-23.04247333,-44.49483833,5.85,5.852997033,26.0455698,33.56592977,1535.453927,1021.964826,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT215,2022,4,27,18:15,-23.04247333,-44.49483833,6.15,6.152886974,25.96040537,33.66203768,1535.36146,1022.064968,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT215,2022,4,27,18:15,-23.04247333,-44.49483833,6.45,6.452746047,25.86182704,33.76664854,1535.246077,1022.175637,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT215,2022,4,27,18:15,-23.04247333,-44.49483833,6.75,6.752573895,25.77606171,33.86587098,1535.154726,1022.278245,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT215,2022,4,27,18:15,-23.04247333,-44.49483833,7.05,7.052362378,25.62111068,34.02126367,1534.95909,1022.444493,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT215,2022,4,27,18:15,-23.04247333,-44.49483833,7.35,7.352106134,25.49728352,34.15367043,1534.811679,1022.583735,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT215,2022,4,27,18:15,-23.04247333,-44.49483833,7.65,7.651814427,25.40361457,34.25055334,1534.697353,1022.686861,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT215,2022,4,27,18:15,-23.04247333,-44.49483833,7.95,7.951485914,25.28298112,34.3966321,1534.570889,1022.835329,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT215,2022,4,27,18:15,-23.04247333,-44.49483833,8.25,8.251121457,25.19044709,34.4863748,1534.450573,1022.932628,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT215,2022,4,27,18:15,-23.04247333,-44.49483833,8.55,8.550735291,25.12698081,34.52700172,1534.34685,1022.983939,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT215,2022,4,27,18:15,-23.04247333,-44.49483833,8.85,8.850334933,25.06786396,34.56237896,1534.247713,1023.029938,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT215,2022,4,27,18:15,-23.04247333,-44.49483833,9.15,9.149921194,24.9907869,34.59027234,1534.096972,1023.075712,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT215,2022,4,27,18:15,-23.04247333,-44.49483833,9.45,9.449495225,24.93501642,34.61666611,1533.995751,1023.113859,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT215,2022,4,27,18:15,-23.04247333,-44.49483833,9.75,9.749059944,24.90276336,34.63622233,1533.943875,1023.139701,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT215,2022,4,27,18:15,-23.04247333,-44.49483833,10.05,10.04861743,24.87651323,34.6557143,1533.9064,1023.163671,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT215,2022,4,27,18:15,-23.04247333,-44.49483833,10.35,10.34816912,24.85104354,34.66492967,1533.859694,1023.179635,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT215,2022,4,27,18:15,-23.04247333,-44.49483833,10.65,10.64771723,24.8284152,34.66605423,1533.811108,1023.188621,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT215,2022,4,27,18:15,-23.04247333,-44.49483833,10.95,10.94726334,24.81246024,34.66452017,1533.775804,1023.193578,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT215,2022,4,27,18:15,-23.04247333,-44.49483833,11.25,11.24680675,24.77056834,34.66453397,1533.679198,1023.207533,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT215,2022,4,27,18:15,-23.04247333,-44.49483833,11.55,11.546341,24.6845597,34.69328993,1533.506187,1023.256495,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT215,2022,4,27,18:15,-23.04247333,-44.49483833,11.96127174,11.9569693,24.68265048,34.65863473,1533.471025,1023.232647,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT216,2022,4,28,8:25,-23.08931667,-44.34592167,0.15,0.150081894,26.3783999,32.54717301,1535.050372,1021.069295,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT216,2022,4,28,8:25,-23.08931667,-44.34592167,0.45,0.45023623,26.41315758,32.65486878,1535.251166,1021.140847,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT216,2022,4,28,8:25,-23.08931667,-44.34592167,0.75,0.750359816,26.39718829,32.82652133,1535.401833,1021.276376,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT216,2022,4,28,8:25,-23.08931667,-44.34592167,1.05,1.050456712,26.31948517,32.85438904,1535.255337,1021.322875,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT216,2022,4,28,8:25,-23.08931667,-44.34592167,1.35,1.350533617,26.21452232,32.92877926,1535.094266,1021.41285,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT216,2022,4,28,8:25,-23.08931667,-44.34592167,1.65,1.650587274,26.13417425,32.98511587,1534.971074,1021.481527,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT216,2022,4,28,8:25,-23.08931667,-44.34592167,1.95,1.950627151,26.11878434,33.01096402,1534.967588,1021.507068,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT216,2022,4,28,8:25,-23.08931667,-44.34592167,2.25,2.250657766,26.10767266,33.05498436,1534.993537,1021.544976,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT216,2022,4,28,8:25,-23.08931667,-44.34592167,2.55,2.550676486,26.08037355,33.09975322,1534.982262,1021.588466,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT216,2022,4,28,8:25,-23.08931667,-44.34592167,2.85,2.85068549,26.05637499,33.11877258,1534.951214,1021.611527,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT216,2022,4,28,8:25,-23.08931667,-44.34592167,3.15,3.150686619,26.03594665,33.14975905,1534.941315,1021.642498,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT216,2022,4,28,8:25,-23.08931667,-44.34592167,3.45,3.450677479,26.00545191,33.18773812,1534.915175,1021.681853,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT216,2022,4,28,8:25,-23.08931667,-44.34592167,3.75,3.750659269,25.97440622,33.20354278,1534.863994,1021.704662,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT216,2022,4,28,8:25,-23.08931667,-44.34592167,4.05,4.050635365,25.95138349,33.21411062,1534.826073,1021.721038,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT216,2022,4,28,8:25,-23.08931667,-44.34592167,4.35,4.350600565,25.92854577,33.28029491,1534.848012,1021.779277,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT216,2022,4,28,8:25,-23.08931667,-44.34592167,4.65,4.650551581,25.89897457,33.31790018,1534.823489,1021.818052,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT216,2022,4,28,8:25,-23.08931667,-44.34592167,4.95,4.950491727,25.87740117,33.35468581,1534.816938,1021.853738,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT216,2022,4,28,8:25,-23.08931667,-44.34592167,5.25,5.250423737,25.85566151,33.37077387,1534.787834,1021.87387,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT216,2022,4,28,8:25,-23.08931667,-44.34592167,5.55,5.550347017,25.81610099,33.40559703,1534.736604,1021.913619,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT216,2022,4,28,8:25,-23.08931667,-44.34592167,5.85,5.850254936,25.76083825,33.46793192,1534.677548,1021.978941,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT216,2022,4,28,8:25,-23.08931667,-44.34592167,6.15,6.15013716,25.71258855,33.59264036,1534.701766,1022.089136,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT216,2022,4,28,8:25,-23.08931667,-44.34592167,6.45,6.449989582,25.66241877,33.69423288,1534.696602,1022.182488,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT216,2022,4,28,8:25,-23.08931667,-44.34592167,6.75,6.749813848,25.57563057,33.78843875,1534.596361,1022.281507,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT216,2022,4,28,8:25,-23.08931667,-44.34592167,7.05,7.049613041,25.51902533,33.85959769,1534.542946,1022.353853,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT216,2022,4,28,8:25,-23.08931667,-44.34592167,7.35,7.349391432,25.45044723,33.92269989,1534.452159,1022.423772,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT216,2022,4,28,8:25,-23.08931667,-44.34592167,7.65,7.649150917,25.38588423,33.97357778,1534.357591,1022.483214,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT216,2022,4,28,8:25,-23.08931667,-44.34592167,7.95,7.948894068,25.33712475,34.02151922,1534.29747,1022.535592,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT216,2022,4,28,8:25,-23.08931667,-44.34592167,8.25,8.248616674,25.28892914,34.11714955,1534.289817,1022.623789,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT216,2022,4,28,8:25,-23.08931667,-44.34592167,8.55,8.548307345,25.24855178,34.27147308,1534.363927,1022.753919,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT216,2022,4,28,8:25,-23.08931667,-44.34592167,8.85,8.847971843,25.23665064,34.32970296,1534.403026,1022.802812,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT216,2022,4,28,8:25,-23.08931667,-44.34592167,9.15,9.14761898,25.23647961,34.42063481,1534.505421,1022.872825,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT216,2022,4,28,8:25,-23.08931667,-44.34592167,9.45,9.447238909,25.21322125,34.56332767,1534.608133,1022.988977,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT216,2022,4,28,8:25,-23.08931667,-44.34592167,9.75,9.746825431,25.15295109,34.68604696,1534.600554,1023.101342,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT216,2022,4,28,8:25,-23.08931667,-44.34592167,10.05,10.04639527,25.09216816,34.66242117,1534.434063,1023.103299,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT216,2022,4,28,8:25,-23.08931667,-44.34592167,10.35,10.34597173,25.11642108,34.6085654,1534.439463,1023.056528,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT216,2022,4,28,8:25,-23.08931667,-44.34592167,10.65,10.64552706,25.03914861,34.82918424,1534.496087,1023.248008,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT216,2022,4,28,8:25,-23.08931667,-44.34592167,10.95,10.94503976,24.98472223,34.93816834,1534.487384,1023.348198,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT216,2022,4,28,8:25,-23.08931667,-44.34592167,11.25,11.24453666,24.9574377,34.9362715,1534.424563,1023.356346,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT216,2022,4,28,8:25,-23.08931667,-44.34592167,11.55,11.5440318,24.9300876,34.9292048,1534.355958,1023.3606,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT216,2022,4,28,8:25,-23.08931667,-44.34592167,11.85,11.84352063,24.87833348,34.95872292,1534.267747,1023.399896,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT216,2022,4,28,8:25,-23.08931667,-44.34592167,12.15,12.14300049,24.84706633,34.97412421,1534.213745,1023.422303,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT216,2022,4,28,8:25,-23.08931667,-44.34592167,12.45,12.44247437,24.82908727,34.99005127,1534.192434,1023.44108,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT216,2022,4,28,8:25,-23.08931667,-44.34592167,12.75,12.74194343,24.81550113,35.00222676,1534.177699,1023.455689,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT216,2022,4,28,8:25,-23.08931667,-44.34592167,13.05,13.04140905,24.80220722,35.00753333,1534.156251,1023.465017,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT216,2022,4,28,8:25,-23.08931667,-44.34592167,13.35,13.34087198,24.79422713,35.01504589,1534.150052,1023.474405,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT216,2022,4,28,8:25,-23.08931667,-44.34592167,13.65,13.64033303,24.78266721,35.01384782,1534.12577,1023.478289,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT216,2022,4,28,8:25,-23.08931667,-44.34592167,13.95,13.93979142,24.76951997,35.0262462,1534.112303,1023.492931,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT216,2022,4,28,8:25,-23.08931667,-44.34592167,14.25,14.23924629,24.7620611,35.03461265,1534.108274,1023.502805,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT216,2022,4,28,8:25,-23.08931667,-44.34592167,14.55,14.53869934,24.76180855,35.03668065,1534.114928,1023.505739,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT216,2022,4,28,8:25,-23.08931667,-44.34592167,14.85,14.83815039,24.7671104,35.05182572,1534.149169,1023.516881,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT216,2022,4,28,8:25,-23.08931667,-44.34592167,15.15,15.13759421,24.76085546,35.09872221,1534.189651,1023.555521,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT216,2022,4,28,8:25,-23.08931667,-44.34592167,15.45,15.43703115,24.75767,35.10735274,1534.196275,1023.564303,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT216,2022,4,28,8:25,-23.08931667,-44.34592167,15.75,15.736465,24.72684519,35.11014786,1534.129524,1023.577026,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT216,2022,4,28,8:25,-23.08931667,-44.34592167,16.05,16.03589536,24.70013977,35.11312624,1534.072915,1023.588637,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT216,2022,4,28,8:25,-23.08931667,-44.34592167,16.35,16.33532081,24.66345064,35.12622551,1534.002911,1023.610907,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT216,2022,4,28,8:25,-23.08931667,-44.34592167,16.65,16.63474044,24.62033127,35.13105538,1533.90823,1023.628852,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT216,2022,4,28,8:25,-23.08931667,-44.34592167,16.95,16.93415446,24.5847842,35.14262006,1533.839161,1023.649598,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT216,2022,4,28,8:25,-23.08931667,-44.34592167,17.25,17.23356382,24.55302925,35.1436107,1533.76783,1023.661197,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT216,2022,4,28,8:25,-23.08931667,-44.34592167,17.55,17.53297031,24.5084141,35.13525164,1533.65491,1023.669582,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT216,2022,4,28,8:25,-23.08931667,-44.34592167,17.85,17.83236869,24.42707698,35.16399568,1533.492127,1023.717032,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT216,2022,4,28,8:25,-23.08931667,-44.34592167,18.15,18.13176938,24.43151059,35.08088582,1533.418088,1023.654127,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT216,2022,4,28,8:25,-23.08931667,-44.34592167,18.45,18.43119744,24.41688709,34.90973949,1533.202125,1023.530344,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT216,2022,4,28,8:25,-23.08931667,-44.34592167,18.75,18.73065205,24.31816333,34.79319964,1532.838682,1023.472999,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT216,2022,4,28,8:25,-23.08931667,-44.34592167,19.05,19.03011652,24.12525759,34.70285098,1532.270168,1023.463364,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT216,2022,4,28,8:25,-23.08931667,-44.34592167,19.35,19.32955615,23.84363641,34.82857129,1531.712561,1023.643136,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT216,2022,4,28,8:25,-23.08931667,-44.34592167,19.65,19.62894554,23.59952882,34.9488921,1531.238205,1023.807306,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT216,2022,4,28,8:25,-23.08931667,-44.34592167,19.90442221,19.88282101,23.51263536,35.00525907,1531.085671,1023.876547,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT217,2022,4,28,10:04,-23.07076667,-44.23915333,0.15,0.150025918,26.14588218,32.95695774,1534.943262,1021.450211,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT217,2022,4,28,10:04,-23.07076667,-44.23915333,0.45,0.45007541,26.10470548,32.97972687,1534.875953,1021.481426,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT217,2022,4,28,10:04,-23.07076667,-44.23915333,0.75,0.750117493,26.06943862,32.98262718,1534.801221,1021.49583,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT217,2022,4,28,10:04,-23.07076667,-44.23915333,1.05,1.050152904,26.0180293,33.00147923,1534.705444,1021.527238,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT217,2022,4,28,10:04,-23.07076667,-44.23915333,1.35,1.350176699,25.9693985,33.04361987,1534.640936,1021.575322,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT217,2022,4,28,10:04,-23.07076667,-44.23915333,1.65,1.650184937,25.9188755,33.09849209,1534.585441,1021.633575,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT217,2022,4,28,10:04,-23.07076667,-44.23915333,1.95,1.950176391,25.89234487,33.16080177,1534.594456,1021.690024,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT217,2022,4,28,10:04,-23.07076667,-44.23915333,2.25,2.250149526,25.85778571,33.23610344,1534.598369,1021.758743,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT217,2022,4,28,10:04,-23.07076667,-44.23915333,2.55,2.550097362,25.79475487,33.34660576,1534.572532,1021.862774,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT217,2022,4,28,10:04,-23.07076667,-44.23915333,2.85,2.850019306,25.74157898,33.41970278,1534.529851,1021.935557,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT217,2022,4,28,10:04,-23.07076667,-44.23915333,3.15,3.149926851,25.72512805,33.44539181,1534.523395,1021.961285,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT217,2022,4,28,10:04,-23.07076667,-44.23915333,3.45,3.4498273,25.70299988,33.46517832,1534.497138,1021.984306,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT217,2022,4,28,10:04,-23.07076667,-44.23915333,3.75,3.749719621,25.67160288,33.49411256,1534.458644,1022.017072,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT217,2022,4,28,10:04,-23.07076667,-44.23915333,4.05,4.049599989,25.63577998,33.54290151,1534.43085,1022.066168,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT217,2022,4,28,10:04,-23.07076667,-44.23915333,4.35,4.349467402,25.58433631,33.57275531,1534.345533,1022.105766,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT217,2022,4,28,10:04,-23.07076667,-44.23915333,4.65,4.649322582,25.5377882,33.61070777,1534.280407,1022.149959,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT217,2022,4,28,10:04,-23.07076667,-44.23915333,4.95,4.949166413,25.50002379,33.63815298,1534.224843,1022.183525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT217,2022,4,28,10:04,-23.07076667,-44.23915333,5.25,5.249000401,25.45672602,33.66386009,1534.15412,1022.217463,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT217,2022,4,28,10:04,-23.07076667,-44.23915333,5.55,5.548821093,25.37667754,33.70542815,1534.012395,1022.274581,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT217,2022,4,28,10:04,-23.07076667,-44.23915333,5.85,5.848623852,25.3013901,33.76015512,1533.895832,1022.340141,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT217,2022,4,28,10:04,-23.07076667,-44.23915333,6.15,6.148413387,25.27352425,33.78033545,1533.8557,1022.365157,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT217,2022,4,28,10:04,-23.07076667,-44.23915333,6.45,6.448195466,25.24734603,33.80281207,1533.822042,1022.391389,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT217,2022,4,28,10:04,-23.07076667,-44.23915333,6.75,6.74796609,25.19323206,33.84856793,1533.746211,1022.443686,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT217,2022,4,28,10:04,-23.07076667,-44.23915333,7.05,7.0477222,25.14590375,33.89018492,1533.682105,1022.490783,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT217,2022,4,28,10:04,-23.07076667,-44.23915333,7.35,7.347466065,25.1065071,33.92141198,1533.625818,1022.527616,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT217,2022,4,28,10:04,-23.07076667,-44.23915333,7.65,7.647200074,25.07899835,33.94943131,1533.59467,1022.558414,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT217,2022,4,28,10:04,-23.07076667,-44.23915333,7.95,7.946927034,25.06821316,33.96681425,1533.592395,1022.576107,,,,,,,,,,,,,,,,,,,,,,,,,,,,
